2023-07-21T17:57:12.334, ubuntu22-c, 0.004301
2023-07-21T17:57:12.539, ubuntu22-c, 0.005214
2023-07-21T17:57:12.745, ubuntu22-c, 0.005034
2023-07-21T17:57:12.950, ubuntu22-c, 0.004845
2023-07-21T17:57:13.155, ubuntu22-c, 0.004913
2023-07-21T17:57:13.370, ubuntu22-c, 0.014314
2023-07-21T17:57:13.575, ubuntu22-c, 0.005059
2023-07-21T17:57:13.781, ubuntu22-c, 0.004916
2023-07-21T17:57:13.986, ubuntu22-c, 0.004893
2023-07-21T17:57:14.192, ubuntu22-c, 0.005241
2023-07-21T17:57:14.398, ubuntu22-c, 0.005912
2023-07-21T17:57:14.603, ubuntu22-c, 0.005150
2023-07-21T17:57:14.809, ubuntu22-c, 0.005065
2023-07-21T17:57:15.019, ubuntu22-c, 0.010279
2023-07-21T17:57:15.225, ubuntu22-c, 0.005097
2023-07-21T17:57:15.430, ubuntu22-c, 0.004936
2023-07-21T17:57:15.642, ubuntu22-c, 0.011117
2023-07-21T17:57:15.847, ubuntu22-c, 0.004851
2023-07-21T17:57:16.052, ubuntu22-c, 0.005094
2023-07-21T17:57:16.257, ubuntu22-c, 0.004583
2023-07-21T17:57:16.463, ubuntu22-c, 0.005694
2023-07-21T17:57:16.671, ubuntu22-c, 0.007948
2023-07-21T17:57:16.878, ubuntu22-c, 0.006411
2023-07-21T17:57:17.084, ubuntu22-c, 0.005249
2023-07-21T17:57:17.289, ubuntu22-c, 0.005125
2023-07-21T17:57:17.495, ubuntu22-c, 0.005205
2023-07-21T17:57:17.700, ubuntu22-c, 0.004967
2023-07-21T17:57:17.906, ubuntu22-c, 0.006156
2023-07-21T17:57:18.112, ubuntu22-c, 0.005263
2023-07-21T17:57:18.318, ubuntu22-c, 0.005056
2023-07-21T17:57:18.523, ubuntu22-c, 0.004999
2023-07-21T17:57:18.728, ubuntu22-c, 0.005164
2023-07-21T17:57:18.934, ubuntu22-c, 0.005248
2023-07-21T17:57:19.141, ubuntu22-c, 0.006226
2023-07-21T17:57:19.346, ubuntu22-c, 0.004932
2023-07-21T17:57:19.551, ubuntu22-c, 0.004938
2023-07-21T17:57:19.756, ubuntu22-c, 0.004884
2023-07-21T17:57:19.962, ubuntu22-c, 0.004788
2023-07-21T17:57:20.167, ubuntu22-c, 0.005486
2023-07-21T17:57:20.374, ubuntu22-c, 0.006581
2023-07-21T17:57:20.580, ubuntu22-c, 0.004882
2023-07-21T17:57:20.785, ubuntu22-c, 0.005022
2023-07-21T17:57:20.991, ubuntu22-c, 0.004927
2023-07-21T17:57:21.196, ubuntu22-c, 0.004810
2023-07-21T17:57:21.401, ubuntu22-c, 0.004940
2023-07-21T17:57:21.607, ubuntu22-c, 0.005637
2023-07-21T17:57:21.812, ubuntu22-c, 0.004813
2023-07-21T17:57:22.018, ubuntu22-c, 0.005583
2023-07-21T17:57:22.223, ubuntu22-c, 0.004888
2023-07-21T17:57:22.429, ubuntu22-c, 0.004907
2023-07-21T17:57:22.634, ubuntu22-c, 0.004972
2023-07-21T17:57:22.842, ubuntu22-b, 0.007421
2023-07-21T17:57:23.048, ubuntu22-c, 0.005316
2023-07-21T17:57:23.253, ubuntu22-c, 0.005282
2023-07-21T17:57:23.459, ubuntu22-b, 0.005078
2023-07-21T17:57:23.664, ubuntu22-c, 0.005363
2023-07-21T17:57:23.870, ubuntu22-b, 0.005062
2023-07-21T17:57:24.100, , 
2023-07-21T17:57:24.306, ubuntu22-b, 0.005572
2023-07-21T17:57:24.511, ubuntu22-b, 0.004957
2023-07-21T17:57:24.716, ubuntu22-b, 0.005169
2023-07-21T17:57:24.922, ubuntu22-b, 0.005128
2023-07-21T17:57:25.130, ubuntu22-b, 0.007263
2023-07-21T17:57:25.346, ubuntu22-b, 0.015941
2023-07-21T17:57:25.554, ubuntu22-b, 0.007312
2023-07-21T17:57:25.762, ubuntu22-b, 0.007556
2023-07-21T17:57:25.968, ubuntu22-b, 0.005838
2023-07-21T17:57:26.178, ubuntu22-b, 0.009146
2023-07-21T17:57:26.388, ubuntu22-b, 0.007971
2023-07-21T17:57:26.594, ubuntu22-b, 0.006116
2023-07-21T17:57:26.800, ubuntu22-b, 0.005228
2023-07-21T17:57:27.010, ubuntu22-b, 0.009868
2023-07-21T17:57:27.218, ubuntu22-b, 0.007336
2023-07-21T17:57:27.423, ubuntu22-b, 0.005332
2023-07-21T17:57:27.635, ubuntu22-b, 0.011042
